Derivatives Data - All Derivatives,,,,,,,,,,,,,,,,,,
As of 30/06/2024
Underlying Asset,Derivative Name,ISIN,Contract Unit,Closing Price (NIS),Volume,Turnover Value (NIS),Transactions,Delta,Last Trade,High,Low,Change (%),Change in Points,Volume in terms of underlying asset (NIS thousands), Open Positions,% Change in positions,Strike Price,Exercise Date
Teva,TVA-C7400.0M408,IL0850328605,1000.00,312.00,0,0.00,0,10.85,EoD,,,-27.10,-116.00,0.00,0,0.0,7400.00,30/08/2024
Teva,TVA-P7400.0M408,IL0850328787,1000.00,12591.00,0,0.00,0,-89.15,EoD,,,5.80,690.00,0.00,0,0.0,7400.00,30/08/2024
Teva,TVA-C7600.0M408,IL0850475612,1000.00,198.00,0,0.00,0,7.51,EoD,,,-29.29,-82.00,0.00,0,0.0,7600.00,30/08/2024
Teva,TVA-P7600.0M408,IL0850476115,1000.00,14462.00,0,0.00,0,-92.49,EoD,,,5.27,724.00,0.00,0,0.0,7600.00,30/08/2024
Teva,TVA-C9000.0M408,IL0850263349,1000.00,5.00,0,0.00,0,0.32,EoD,,,-44.44,-4.00,0.00,0,0.0,9000.00,30/08/2024
Teva,TVA-P9000.0M408,IL0850265658,1000.00,28171.00,0,0.00,0,-99.68,EoD,,,2.95,808.00,0.00,0,0.0,9000.00,30/08/2024
Teva,TVA-C010000M408,IL0850263596,1000.00,,0,0.00,0,0.02,EoD,,,-100.00,-1.00,0.00,0,0.0,10000.00,30/08/2024
Teva,TVA-P010000M408,IL0850265815,1000.00,38096.00,0,0.00,0,-99.98,EoD,,,2.19,815.00,0.00,0,0.0,10000.00,30/08/2024
Teva,TVA-C001.00M409,IL0850753562,1000.00,61190.00,0,0.00,0,100.00,EoD,,,-1.26,-780.00,0.00,0,0.0,1.00,27/09/2024
Teva,TVA-C1900.0M409,IL0850755138,1000.00,42396.00,0,0.00,0,100.00,EoD,,,-1.82,-787.00,0.00,0,0.0,1900.00,27/09/2024
Teva,TVA-P1900.0M409,IL0850757456,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1900.00,27/09/2024
Teva,TVA-C3100.0M409,IL0850754974,1000.00,30520.00,0,0.00,0,100.00,EoD,,,-2.53,-791.00,0.00,0,0.0,3100.00,27/09/2024
Teva,TVA-P3100.0M409,IL0850757290,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,3100.00,27/09/2024
Teva,TVA-C5000.0M409,IL0850754222,1000.00,12067.00,0,0.00,0,93.38,EoD,,,-5.94,-762.00,0.00,0,0.0,5000.00,27/09/2024
Teva,TVA-P5000.0M409,IL0850756532,1000.00,351.00,0,0.00,0,-6.62,EoD,,,11.08,35.00,0.00,0,0.0,5000.00,27/09/2024
Teva,TVA-C5200.0M409,IL0850754149,1000.00,10337.00,0,0.00,0,89.55,EoD,,,-6.67,-739.00,0.00,0,0.0,5200.00,27/09/2024
Teva,TVA-P5200.0M409,IL0850756466,1000.00,601.00,0,0.00,0,-10.45,EoD,,,11.09,60.00,0.00,0,0.0,5200.00,27/09/2024
Teva,TVA-C5400.0M409,IL0850754065,1000.00,8721.00,0,0.00,0,84.56,EoD,,,-7.50,-707.00,0.00,0,0.0,5400.00,27/09/2024
Teva,TVA-P5400.0M409,IL0850756383,1000.00,964.00,0,0.00,0,-15.44,EoD,,,10.55,92.00,0.00,0,0.0,5400.00,27/09/2024
Teva,TVA-C5600.0M409,IL0850753984,1000.00,7242.00,0,0.00,0,78.45,EoD,,,-8.42,-666.00,0.00,0,0.0,5600.00,27/09/2024
Teva,TVA-P5600.0M409,IL0850756201,1000.00,1464.00,0,0.00,0,-21.55,EoD,,,9.99,133.00,0.00,0,0.0,5600.00,27/09/2024
Teva,TVA-C5800.0M409,IL0850753802,1000.00,5916.00,0,0.00,0,71.41,EoD,,,-9.43,-616.00,0.00,0,0.0,5800.00,27/09/2024
Teva,TVA-P5800.0M409,IL0850756128,1000.00,2118.00,0,0.00,0,-28.59,EoD,,,9.51,184.00,0.00,0,0.0,5800.00,27/09/2024
Teva,TVA-C6000.0M409,IL0850753729,1000.00,4754.00,0,0.00,0,63.71,EoD,,,-10.52,-559.00,0.00,0,0.0,6000.00,27/09/2024
Teva,TVA-P6000.0M409,IL0850756045,1000.00,2935.00,0,0.00,0,-36.29,EoD,,,8.99,242.00,0.00,0,0.0,6000.00,27/09/2024
Teva,TVA-C6200.0M409,IL0850753646,1000.00,3758.00,0,0.00,0,55.70,EoD,,,-11.68,-497.00,0.00,0,0.0,6200.00,27/09/2024
Teva,TVA-P6200.0M409,IL0850755963,1000.00,3918.00,0,0.00,0,-44.30,EoD,,,8.41,304.00,0.00,0,0.0,6200.00,27/09/2024
Teva,TVA-C6400.0M409,IL0850754305,1000.00,2922.00,0,0.00,0,47.70,EoD,,,-12.93,-434.00,0.00,0,0.0,6400.00,27/09/2024
Teva,TVA-P6400.0M409,IL0850756615,1000.00,5062.00,0,0.00,0,-52.30,EoD,,,7.86,369.00,0.00,0,0.0,6400.00,27/09/2024
Teva,TVA-C6600.0M409,IL0850754487,1000.00,2236.00,0,0.00,0,40.04,EoD,,,-14.23,-371.00,0.00,0,0.0,6600.00,27/09/2024
Teva,TVA-P6600.0M409,IL0850756797,1000.00,6356.00,0,0.00,0,-59.96,EoD,,,7.29,432.00,0.00,0,0.0,6600.00,27/09/2024
Teva,TVA-C6800.0M409,IL0850754552,1000.00,1685.00,0,0.00,0,32.95,EoD,,,-15.58,-311.00,0.00,0,0.0,6800.00,27/09/2024
Teva,TVA-P6800.0M409,IL0850756870,1000.00,7784.00,0,0.00,0,-67.05,EoD,,,6.76,493.00,0.00,0,0.0,6800.00,27/09/2024
Teva,TVA-C7000.0M409,IL0850754636,1000.00,1251.00,0,0.00,0,26.61,EoD,,,-16.99,-256.00,0.00,0,0.0,7000.00,27/09/2024
Teva,TVA-P7000.0M409,IL0850756953,1000.00,9330.00,0,0.00,0,-73.39,EoD,,,6.25,549.00,0.00,0,0.0,7000.00,27/09/2024
Teva,TVA-C7200.0M409,IL0850754719,1000.00,916.00,0,0.00,0,21.10,EoD,,,-18.36,-206.00,0.00,0,0.0,7200.00,27/09/2024
Teva,TVA-P7200.0M409,IL0850757035,1000.00,10974.00,0,0.00,0,-78.90,EoD,,,5.77,599.00,0.00,0,0.0,7200.00,27/09/2024
Teva,TVA-C7400.0M409,IL0850754891,1000.00,662.00,0,0.00,0,16.44,EoD,,,-19.76,-163.00,0.00,0,0.0,7400.00,27/09/2024
Teva,TVA-P7400.0M409,IL0850757118,1000.00,12698.00,0,0.00,0,-83.56,EoD,,,5.33,642.00,0.00,0,0.0,7400.00,27/09/2024
Teva,TVA-C9200.0M409,IL0850755054,1000.00,21.00,0,0.00,0,0.93,EoD,,,-34.38,-11.00,0.00,0,0.0,9200.00,27/09/2024
Teva,TVA-P9200.0M409,IL0850757373,1000.00,29873.00,0,0.00,0,-99.07,EoD,,,2.76,802.00,0.00,0,0.0,9200.00,27/09/2024
Teva,TVA-C010500M409,IL0850755211,1000.00,1.00,0,0.00,0,0.07,EoD,,,-50.00,-1.00,0.00,0,0.0,10500.00,27/09/2024
Teva,TVA-P010500M409,IL0850757522,1000.00,42718.00,0,0.00,0,-99.93,EoD,,,1.95,816.00,0.00,0,0.0,10500.00,27/09/2024
Discount,DSC-C001.00M407,IL0850074662,1000.00,19080.00,0,0.00,0,100.00,EoD,,,1.60,300.00,0.00,0,0.0,1.00,26/07/2024
Discount,DSC-C580.00M407,IL0850079380,1000.00,13307.00,0,0.00,0,100.00,EoD,,,2.29,298.00,0.00,150,0.0,580.00,26/07/2024
Discount,DSC-P580.00M407,IL0850085551,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,150,0.0,580.00,26/07/2024
Discount,DSC-C940.00M407,IL0850078705,1000.00,9718.00,0,0.00,0,100.00,EoD,,,3.15,297.00,0.00,0,0.0,940.00,26/07/2024
Discount,DSC-P940.00M407,IL0850084984,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,940.00,26/07/2024
Discount,DSC-C1500.0M407,IL0850415238,1000.00,4134.00,0,0.00,0,99.96,EoD,,,7.66,294.00,0.00,0,0.0,1500.00,26/07/2024
Discount,DSC-P1500.0M407,IL0850415568,1000.00,,0,0.00,0,-0.04,EoD,,,0.00,0.00,0.00,0,0.0,1500.00,26/07/2024
Discount,DSC-C1550.0M407,IL0850077897,1000.00,3636.00,0,0.00,0,99.78,EoD,,,8.80,294.00,0.00,0,0.0,1550.00,26/07/2024
Discount,DSC-P1550.0M407,IL0850084075,1000.00,,0,0.00,0,-0.22,EoD,,,-100.00,-1.00,0.00,0,0.0,1550.00,26/07/2024
Discount,DSC-C1600.0M407,IL0850077715,1000.00,3139.00,0,0.00,0,99.17,EoD,,,10.22,291.00,0.00,0,0.0,1600.00,26/07/2024
Discount,DSC-P1600.0M407,IL0850083994,1000.00,2.00,0,0.00,0,-0.83,EoD,,,-60.00,-3.00,0.00,0,0.0,1600.00,26/07/2024
Discount,DSC-C1650.0M407,IL0850077632,1000.00,2645.00,0,0.00,0,97.45,EoD,,,12.08,285.00,0.00,0,0.0,1650.00,26/07/2024
Discount,DSC-P1650.0M407,IL0850083812,1000.00,6.00,0,0.00,0,-2.55,EoD,,,-62.50,-10.00,0.00,0,0.0,1650.00,26/07/2024
Discount,DSC-C1675.0M407,IL0850469938,1000.00,2401.00,0,0.00,0,95.86,EoD,,,13.15,279.00,0.00,0,0.0,1675.00,26/07/2024
Discount,DSC-P1675.0M407,IL0850470175,1000.00,11.00,0,0.00,0,-4.14,EoD,,,-59.26,-16.00,0.00,0,0.0,1675.00,26/07/2024
Discount,DSC-C1700.0M407,IL0850077558,1000.00,2160.00,0,0.00,0,93.59,EoD,,,14.35,271.00,0.00,0,0.0,1700.00,26/07/2024
Discount,DSC-P1700.0M407,IL0850083739,1000.00,20.00,0,0.00,0,-6.41,EoD,,,-53.49,-23.00,0.00,0,0.0,1700.00,26/07/2024
Discount,DSC-C1725.0M407,IL0850268546,1000.00,1924.00,0,0.00,0,90.51,EoD,,,15.56,259.00,0.00,0,0.0,1725.00,26/07/2024
Discount,DSC-P1725.0M407,IL0850270849,1000.00,34.00,0,0.00,0,-9.49,EoD,,,-50.00,-34.00,0.00,0,0.0,1725.00,26/07/2024
Discount,DSC-C1750.0M407,IL0850077483,1000.00,1695.00,0,0.00,0,86.52,EoD,,,16.98,246.00,0.00,0,0.0,1750.00,26/07/2024
Discount,DSC-P1750.0M407,IL0850083655,1000.00,54.00,0,0.00,0,-13.48,EoD,,,-47.06,-48.00,0.00,0,0.0,1750.00,26/07/2024
Discount,DSC-C1775.0M407,IL0850268470,1000.00,1476.00,0,0.00,0,81.58,EoD,,,18.46,230.00,0.00,0,0.0,1775.00,26/07/2024
Discount,DSC-P1775.0M407,IL0850270765,1000.00,84.00,0,0.00,0,-18.42,EoD,,,-43.24,-64.00,0.00,0,0.0,1775.00,26/07/2024
Discount,DSC-C1800.0M407,IL0850077301,1000.00,1268.00,0,0.00,0,75.74,EoD,,,19.96,211.00,0.00,0,0.0,1800.00,26/07/2024
Discount,DSC-P1800.0M407,IL0850083572,1000.00,125.00,0,0.00,0,-24.26,EoD,,,-39.90,-83.00,0.00,0,0.0,1800.00,26/07/2024
Discount,DSC-C1825.0M407,IL0850268397,1000.00,1073.00,0,0.00,0,69.11,EoD,,,21.38,189.00,0.00,0,0.0,1825.00,26/07/2024
Discount,DSC-P1825.0M407,IL0850270682,1000.00,180.00,0,0.00,0,-30.89,EoD,,,-36.62,-104.00,0.00,0,0.0,1825.00,26/07/2024
Discount,DSC-C1850.0M407,IL0850077228,1000.00,895.00,0,0.00,0,61.90,EoD,,,22.94,167.00,0.00,0,0.0,1850.00,26/07/2024
Discount,DSC-P1850.0M407,IL0850083408,1000.00,251.00,0,0.00,0,-38.10,EoD,,,-33.42,-126.00,0.00,0,0.0,1850.00,26/07/2024
Discount,DSC-C1875.0M407,IL0850268215,1000.00,734.00,0,0.00,0,54.36,EoD,,,24.20,143.00,0.00,0,0.0,1875.00,26/07/2024
Discount,DSC-P1875.0M407,IL0850270500,1000.00,339.00,0,0.00,0,-45.64,EoD,,,-30.67,-150.00,0.00,0,0.0,1875.00,26/07/2024
Discount,DSC-C1900.0M407,IL0850077145,1000.00,592.00,0,0.00,0,46.76,EoD,,,25.69,121.00,0.00,0,0.0,1900.00,26/07/2024
Discount,DSC-P1900.0M407,IL0850083325,1000.00,446.00,0,0.00,0,-53.24,EoD,,,-27.95,-173.00,0.00,0,0.0,1900.00,26/07/2024
Discount,DSC-C1925.0M407,IL0850268629,1000.00,469.00,0,0.00,0,39.37,EoD,,,26.76,99.00,0.00,0,0.0,1925.00,26/07/2024
Discount,DSC-P1925.0M407,IL0850270922,1000.00,573.00,0,0.00,0,-60.63,EoD,,,-25.20,-193.00,0.00,0,0.0,1925.00,26/07/2024
Discount,DSC-C1950.0M407,IL0850077970,1000.00,365.00,0,0.00,0,32.43,EoD,,,28.07,80.00,0.00,0,0.0,1950.00,26/07/2024
Discount,DSC-P1950.0M407,IL0850084158,1000.00,718.00,0,0.00,0,-67.57,EoD,,,-22.88,-213.00,0.00,0,0.0,1950.00,26/07/2024
Discount,DSC-C1975.0M407,IL0850268702,1000.00,279.00,0,0.00,0,26.13,EoD,,,29.17,63.00,0.00,0,0.0,1975.00,26/07/2024
Discount,DSC-P1975.0M407,IL0850271003,1000.00,881.00,0,0.00,0,-73.87,EoD,,,-20.70,-230.00,0.00,0,0.0,1975.00,26/07/2024
Discount,DSC-C2000.0M407,IL0850078051,1000.00,209.00,0,0.00,0,20.60,EoD,,,29.81,48.00,0.00,0,0.0,2000.00,26/07/2024
Discount,DSC-P2000.0M407,IL0850084232,1000.00,1060.00,0,0.00,0,-79.40,EoD,,,-18.84,-246.00,0.00,0,0.0,2000.00,26/07/2024
Discount,DSC-C2050.0M407,IL0850268884,1000.00,111.00,0,0.00,0,11.97,EoD,,,30.59,26.00,0.00,0,0.0,2050.00,26/07/2024
Discount,DSC-P2050.0M407,IL0850271185,1000.00,1461.00,0,0.00,0,-88.03,EoD,,,-15.45,-267.00,0.00,0,0.0,2050.00,26/07/2024
Discount,DSC-C2100.0M407,IL0850078135,1000.00,55.00,0,0.00,0,6.38,EoD,,,30.95,13.00,0.00,0,0.0,2100.00,26/07/2024
Discount,DSC-P2100.0M407,IL0850084315,1000.00,1903.00,0,0.00,0,-93.62,EoD,,,-12.83,-280.00,0.00,0,0.0,2100.00,26/07/2024
Discount,DSC-C2150.0M407,IL0850346276,1000.00,25.00,0,0.00,0,3.13,EoD,,,31.58,6.00,0.00,0,0.0,2150.00,26/07/2024
Discount,DSC-P2150.0M407,IL0850346763,1000.00,2372.00,0,0.00,0,-96.87,EoD,,,-10.79,-287.00,0.00,0,0.0,2150.00,26/07/2024
Discount,DSC-C2200.0M407,IL0850078218,1000.00,11.00,0,0.00,0,1.41,EoD,,,37.50,3.00,0.00,0,0.0,2200.00,26/07/2024
Discount,DSC-P2200.0M407,IL0850084497,1000.00,2856.00,0,0.00,0,-98.59,EoD,,,-9.22,-290.00,0.00,0,0.0,2200.00,26/07/2024
Discount,DSC-C2300.0M407,IL0850345930,1000.00,2.00,0,0.00,0,0.23,EoD,,,100.00,1.00,0.00,0,0.0,2300.00,26/07/2024
Discount,DSC-P2300.0M407,IL0850346433,1000.00,3844.00,0,0.00,0,-99.77,EoD,,,-7.06,-292.00,0.00,0,0.0,2300.00,26/07/2024
Discount,DSC-C2800.0M407,IL0850078887,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2800.00,26/07/2024
Discount,DSC-P2800.0M407,IL0850085064,1000.00,8828.00,0,0.00,0,-100.00,EoD,,,-3.18,-290.00,0.00,0,0.0,2800.00,26/07/2024
Discount,DSC-C3100.0M407,IL0850079463,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,3100.00,26/07/2024
Discount,DSC-P3100.0M407,IL0850085635,1000.00,11819.00,0,0.00,0,-100.00,EoD,,,-2.39,-289.00,0.00,0,0.0,3100.00,26/07/2024
Discount,DSC-C001.00M408,IL0850266565,1000.00,19080.00,0,0.00,0,100.00,EoD,,,1.60,300.00,0.00,0,0.0,1.00,30/08/2024
Discount,DSC-C580.00M408,IL0850268058,1000.00,13331.00,55,715550.00,1,100.00,EoD,13010.00,13010.00,2.29,298.00,1049.95,1551,3.6,580.00,30/08/2024
Discount,DSC-P580.00M408,IL0850270351,1000.00,,55,440.00,1,0.00,EoD,8.00,8.00,0.00,0.00,1049.95,1551,3.6,580.00,30/08/2024
Discount,DSC-C960.00M408,IL0850267894,1000.00,9558.00,0,0.00,0,100.00,EoD,,,3.21,297.00,0.00,0,0.0,960.00,30/08/2024
Discount,DSC-P960.00M408,IL0850270195,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,960.00,30/08/2024
Discount,DSC-C1500.0M408,IL0850415311,1000.00,4201.00,0,0.00,0,98.75,EoD,,,7.41,290.00,0.00,0,0.0,1500.00,30/08/2024
Discount,DSC-P1500.0M408,IL0850415642,1000.00,6.00,0,0.00,0,-1.25,EoD,,,-40.00,-4.00,0.00,0,0.0,1500.00,30/08/2024
Discount,DSC-C1550.0M408,IL0850267308,1000.00,3713.00,0,0.00,0,97.33,EoD,,,8.31,285.00,0.00,0,0.0,1550.00,30/08/2024
Discount,DSC-P1550.0M408,IL0850269619,1000.00,14.00,0,0.00,0,-2.67,EoD,,,-39.13,-9.00,0.00,0,0.0,1550.00,30/08/2024
Discount,DSC-C1600.0M408,IL0850267225,1000.00,3233.00,0,0.00,0,94.88,EoD,,,9.37,277.00,0.00,0,0.0,1600.00,30/08/2024
Discount,DSC-P1600.0M408,IL0850269536,1000.00,30.00,0,0.00,0,-5.12,EoD,,,-37.50,-18.00,0.00,0,0.0,1600.00,30/08/2024
Discount,DSC-C1650.0M408,IL0850267142,1000.00,2767.00,0,0.00,0,91.04,EoD,,,10.55,264.00,0.00,0,0.0,1650.00,30/08/2024
Discount,DSC-P1650.0M408,IL0850269460,1000.00,61.00,0,0.00,0,-8.96,EoD,,,-32.97,-30.00,0.00,0,0.0,1650.00,30/08/2024
Discount,DSC-C1700.0M408,IL0850267068,1000.00,2323.00,0,0.00,0,85.60,EoD,,,11.84,246.00,0.00,0,0.0,1700.00,30/08/2024
Discount,DSC-P1700.0M408,IL0850269387,1000.00,113.00,0,0.00,0,-14.40,EoD,,,-29.81,-48.00,0.00,0,0.0,1700.00,30/08/2024
Discount,DSC-C1725.0M408,IL0850760245,1000.00,2112.00,0,0.00,0,82.26,EoD,,,12.52,235.00,0.00,0,0.0,1725.00,30/08/2024
Discount,DSC-P1725.0M408,IL0850762555,1000.00,150.00,0,0.00,0,-17.74,EoD,,,-28.23,-59.00,0.00,0,0.0,1725.00,30/08/2024
Discount,DSC-C1750.0M408,IL0850266987,1000.00,1909.00,0,0.00,0,78.52,EoD,,,13.29,224.00,0.00,0,0.0,1750.00,30/08/2024
Discount,DSC-P1750.0M408,IL0850269205,1000.00,195.00,0,0.00,0,-21.48,EoD,,,-26.69,-71.00,0.00,0,0.0,1750.00,30/08/2024
Discount,DSC-C1775.0M408,IL0850760161,1000.00,1715.00,0,0.00,0,74.42,EoD,,,13.95,210.00,0.00,0,0.0,1775.00,30/08/2024
Discount,DSC-P1775.0M408,IL0850762480,1000.00,250.00,0,0.00,0,-25.58,EoD,,,-24.92,-83.00,0.00,0,0.0,1775.00,30/08/2024
Discount,DSC-C1800.0M408,IL0850266805,1000.00,1532.00,0,0.00,0,70.02,EoD,,,14.76,197.00,0.00,0,0.0,1800.00,30/08/2024
Discount,DSC-P1800.0M408,IL0850269122,1000.00,315.00,0,0.00,0,-29.98,EoD,,,-23.54,-97.00,0.00,0,0.0,1800.00,30/08/2024
Discount,DSC-C1825.0M408,IL0850760088,1000.00,1360.00,0,0.00,0,65.36,EoD,,,15.55,183.00,0.00,0,0.0,1825.00,30/08/2024
Discount,DSC-P1825.0M408,IL0850762308,1000.00,391.00,0,0.00,0,-34.64,EoD,,,-22.11,-111.00,0.00,0,0.0,1825.00,30/08/2024
Discount,DSC-C1850.0M408,IL0850266722,1000.00,1199.00,0,0.00,0,60.53,EoD,,,16.18,167.00,0.00,0,0.0,1850.00,30/08/2024
Discount,DSC-P1850.0M408,IL0850269049,1000.00,479.00,0,0.00,0,-39.47,EoD,,,-20.83,-126.00,0.00,0,0.0,1850.00,30/08/2024
Discount,DSC-C1875.0M408,IL0850759924,1000.00,1051.00,0,0.00,0,55.60,EoD,,,17.04,153.00,0.00,0,0.0,1875.00,30/08/2024
Discount,DSC-P1875.0M408,IL0850762225,1000.00,579.00,0,0.00,0,-44.40,EoD,,,-19.47,-140.00,0.00,0,0.0,1875.00,30/08/2024
Discount,DSC-C1900.0M408,IL0850266649,1000.00,915.00,0,0.00,0,50.65,EoD,,,17.76,138.00,0.00,800,0.0,1900.00,30/08/2024
Discount,DSC-P1900.0M408,IL0850268967,1000.00,691.00,0,0.00,0,-49.35,EoD,,,-18.32,-155.00,0.00,800,0.0,1900.00,30/08/2024
Discount,DSC-C1925.0M408,IL0850760328,1000.00,791.00,0,0.00,0,45.75,EoD,,,18.59,124.00,0.00,0,0.0,1925.00,30/08/2024
Discount,DSC-P1925.0M408,IL0850762639,1000.00,815.00,0,0.00,0,-54.25,EoD,,,-17.26,-170.00,0.00,0,0.0,1925.00,30/08/2024
Discount,DSC-C1950.0M408,IL0850267480,1000.00,679.00,0,0.00,0,40.97,EoD,,,19.33,110.00,0.00,0,0.0,1950.00,30/08/2024
Discount,DSC-P1950.0M408,IL0850269791,1000.00,952.00,0,0.00,0,-59.03,EoD,,,-16.12,-183.00,0.00,0,0.0,1950.00,30/08/2024
Discount,DSC-C1975.0M408,IL0850760401,1000.00,579.00,0,0.00,0,36.39,EoD,,,19.88,96.00,0.00,0,0.0,1975.00,30/08/2024
Discount,DSC-P1975.0M408,IL0850762712,1000.00,1100.00,0,0.00,0,-63.61,EoD,,,-15.19,-197.00,0.00,0,0.0,1975.00,30/08/2024
Discount,DSC-C2000.0M408,IL0850267555,1000.00,491.00,0,0.00,0,32.05,EoD,,,20.64,84.00,0.00,0,0.0,2000.00,30/08/2024
Discount,DSC-P2000.0M408,IL0850269874,1000.00,1260.00,0,0.00,0,-67.95,EoD,,,-14.23,-209.00,0.00,0,0.0,2000.00,30/08/2024
Discount,DSC-C2050.0M408,IL0850760575,1000.00,345.00,0,0.00,0,24.24,EoD,,,21.91,62.00,0.00,0,0.0,2050.00,30/08/2024
Discount,DSC-P2050.0M408,IL0850762894,1000.00,1611.00,0,0.00,0,-75.76,EoD,,,-12.49,-230.00,0.00,0,0.0,2050.00,30/08/2024
Discount,DSC-C2100.0M408,IL0850267639,1000.00,236.00,0,0.00,0,17.74,EoD,,,22.92,44.00,0.00,0,0.0,2100.00,30/08/2024
Discount,DSC-P2100.0M408,IL0850269957,1000.00,1998.00,0,0.00,0,-82.26,EoD,,,-11.04,-248.00,0.00,0,0.0,2100.00,30/08/2024
Discount,DSC-C2200.0M408,IL0850267712,1000.00,102.00,0,0.00,0,8.64,EoD,,,24.39,20.00,0.00,0,0.0,2200.00,30/08/2024
Discount,DSC-P2200.0M408,IL0850270013,1000.00,2857.00,0,0.00,0,-91.36,EoD,,,-8.69,-272.00,0.00,0,0.0,2200.00,30/08/2024
Discount,DSC-C2300.0M408,IL0850346011,1000.00,40.00,0,0.00,0,3.74,EoD,,,25.00,8.00,0.00,0,0.0,2300.00,30/08/2024
Discount,DSC-P2300.0M408,IL0850346508,1000.00,3788.00,0,0.00,0,-96.26,EoD,,,-6.97,-284.00,0.00,0,0.0,2300.00,30/08/2024
Discount,DSC-C2800.0M408,IL0850267977,1000.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,2800.00,30/08/2024
Discount,DSC-P2800.0M408,IL0850270278,1000.00,8713.00,0,0.00,0,-99.99,EoD,,,-3.22,-290.00,0.00,0,0.0,2800.00,30/08/2024
Discount,DSC-C3200.0M408,IL0850268132,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,3200.00,30/08/2024
Discount,DSC-P3200.0M408,IL0850270435,1000.00,12685.00,0,0.00,0,-100.00,EoD,,,-2.22,-288.00,0.00,0,0.0,3200.00,30/08/2024
Discount,DSC-C001.00M409,IL0850758280,1000.00,19080.00,0,0.00,0,100.00,EoD,,,1.60,300.00,0.00,0,0.0,1.00,27/09/2024
Discount,DSC-C580.00M409,IL0850759767,1000.00,13350.00,0,0.00,0,100.00,EoD,,,2.28,298.00,0.00,0,0.0,580.00,27/09/2024
Discount,DSC-P580.00M409,IL0850762068,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,580.00,27/09/2024
Discount,DSC-C960.00M409,IL0850759502,1000.00,9589.00,0,0.00,0,100.00,EoD,,,3.20,297.00,0.00,0,0.0,960.00,27/09/2024
Discount,DSC-P960.00M409,IL0850761805,1000.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,960.00,27/09/2024
Discount,DSC-C1550.0M409,IL0850759015,1000.00,3789.00,0,0.00,0,95.00,EoD,,,7.92,278.00,0.00,0,0.0,1550.00,27/09/2024
Discount,DSC-P1550.0M409,IL0850761318,1000.00,39.00,0,0.00,0,-5.00,EoD,,,-29.09,-16.00,0.00,0,0.0,1550.00,27/09/2024
Discount,DSC-C1600.0M409,IL0850758934,1000.00,3325.00,0,0.00,0,91.89,EoD,,,8.73,267.00,0.00,0,0.0,1600.00,27/09/2024
Discount,DSC-P1600.0M409,IL0850761235,1000.00,70.00,0,0.00,0,-8.11,EoD,,,-27.84,-27.00,0.00,0,0.0,1600.00,27/09/2024
Discount,DSC-C1650.0M409,IL0850758850,1000.00,2881.00,0,0.00,0,87.66,EoD,,,9.67,254.00,0.00,0,0.0,1650.00,27/09/2024
Discount,DSC-P1650.0M409,IL0850761151,1000.00,120.00,0,0.00,0,-12.34,EoD,,,-25.47,-41.00,0.00,0,0.0,1650.00,27/09/2024
Discount,DSC-C1700.0M409,IL0850758777,1000.00,2460.00,0,0.00,0,82.27,EoD,,,10.66,237.00,0.00,0,0.0,1700.00,27/09/2024
Discount,DSC-P1700.0M409,IL0850761078,1000.00,194.00,0,0.00,0,-17.73,EoD,,,-23.02,-58.00,0.00,0,0.0,1700.00,27/09/2024
Discount,DSC-C1750.0M409,IL0850758694,1000.00,2068.00,0,0.00,0,75.80,EoD,,,11.66,216.00,0.00,0,0.0,1750.00,27/09/2024
Discount,DSC-P1750.0M409,IL0850760997,1000.00,298.00,0,0.00,0,-24.20,EoD,,,-20.53,-77.00,0.00,0,0.0,1750.00,27/09/2024
Discount,DSC-C1800.0M409,IL0850758512,1000.00,1711.00,0,0.00,0,68.45,EoD,,,12.71,193.00,0.00,0,0.0,1800.00,27/09/2024
Discount,DSC-P1800.0M409,IL0850760815,1000.00,436.00,0,0.00,0,-31.55,EoD,,,-18.66,-100.00,0.00,0,0.0,1800.00,27/09/2024
Discount,DSC-C1850.0M409,IL0850758447,1000.00,1393.00,0,0.00,0,60.53,EoD,,,13.90,170.00,0.00,0,0.0,1850.00,27/09/2024
Discount,DSC-P1850.0M409,IL0850760732,1000.00,612.00,0,0.00,0,-39.47,EoD,,,-16.85,-124.00,0.00,0,0.0,1850.00,27/09/2024
Discount,DSC-C1900.0M409,IL0850758363,1000.00,1114.00,0,0.00,0,52.36,EoD,,,14.96,145.00,0.00,0,0.0,1900.00,27/09/2024
