Derivatives Data - All Derivatives,,,,,,,,,,,,,,,,,,
As of 30/06/2024
Underlying Asset,Derivative Name,ISIN,Contract Unit,Closing Price (NIS),Volume,Turnover Value (NIS),Transactions,Delta,Last Trade,High,Low,Change (%),Change in Points,Volume in terms of underlying asset (NIS thousands), Open Positions,% Change in positions,Strike Price,Exercise Date
TA-35 Index,T35-P001850M407,IL0850102059,50.00,330.00,842,297340.00,223,-7.16,EoD,390.00,320.00,-26.67,-120.00,83563.87,3607,13.2,1850.00,26/07/2024
TA-35 Index,T35-C001860M407,IL0849531814,50.00,6834.00,19,125450.00,14,91.17,EoD,6890.00,6280.00,3.77,248.00,1885.65,18,63.6,1860.00,26/07/2024
TA-35 Index,T35-P001860M407,IL0849539593,50.00,380.00,813,332500.00,239,-8.83,EoD,450.00,370.00,-26.21,-135.00,80685.78,1125,37.0,1860.00,26/07/2024
TA-35 Index,T35-C001870M407,IL0850093977,50.00,6395.00,6,38450.00,6,89.25,EoD,6450.00,6350.00,3.65,225.00,595.47,18,350.0,1870.00,26/07/2024
TA-35 Index,T35-P001870M407,IL0850101978,50.00,440.00,261,122910.00,102,-10.75,EoD,510.00,440.00,-24.14,-140.00,25902.81,945,28.7,1870.00,26/07/2024
TA-35 Index,T35-C001880M407,IL0849531731,50.00,5966.00,43,249150.00,27,87.05,EoD,5990.00,5500.00,2.69,156.00,4267.51,101,288.5,1880.00,26/07/2024
TA-35 Index,T35-P001880M407,IL0849539429,50.00,510.00,1098,589080.00,275,-12.95,EoD,590.00,490.00,-21.54,-140.00,108970.46,3073,234.0,1880.00,26/07/2024
TA-35 Index,T35-C001890M407,IL0850093894,50.00,5538.00,5,27920.00,4,84.58,EoD,5620.00,5560.00,4.10,218.00,496.22,29,1350.0,1890.00,26/07/2024
TA-35 Index,T35-P001890M407,IL0850101895,50.00,580.00,646,401990.00,176,-15.42,EoD,670.00,560.00,-20.55,-150.00,64111.95,1226,23.2,1890.00,26/07/2024
TA-35 Index,T35-C001900M407,IL0849531657,50.00,5119.00,355,1776030.00,136,81.82,EoD,5300.00,4660.00,2.28,114.00,35231.80,227,278.3,1900.00,26/07/2024
TA-35 Index,T35-P001900M407,IL0849539346,50.00,660.00,644,450710.00,213,-18.18,EoD,760.00,620.00,-19.51,-160.00,63913.46,4520,0.2,1900.00,26/07/2024
TA-35 Index,T35-C001910M407,IL0850093712,50.00,4701.00,0,0.00,0,78.80,EoD,,,4.61,207.00,0.00,56,154.5,1910.00,26/07/2024
TA-35 Index,T35-P001910M407,IL0850101713,50.00,740.00,316,248690.00,134,-21.20,EoD,860.00,730.00,-19.13,-175.00,31361.26,1126,70.3,1910.00,26/07/2024
TA-35 Index,T35-C001920M407,IL0849531574,50.00,4265.00,35,149130.00,21,75.51,EoD,4350.00,4040.00,4.00,164.00,3473.56,5533,0.7,1920.00,26/07/2024
TA-35 Index,T35-P001920M407,IL0849539262,50.00,845.00,777,674810.00,281,-24.49,EoD,970.00,820.00,-17.16,-175.00,77112.98,6754,1.0,1920.00,26/07/2024
TA-35 Index,T35-C001930M407,IL0850093639,50.00,3910.00,37,137630.00,25,71.99,EoD,4000.00,3520.00,4.69,175.00,3672.05,249,6.9,1930.00,26/07/2024
TA-35 Index,T35-P001930M407,IL0850101630,50.00,940.00,424,417850.00,158,-28.01,EoD,1100.00,910.00,-17.18,-195.00,42079.67,3232,3.5,1930.00,26/07/2024
TA-35 Index,T35-C001940M407,IL0849531400,50.00,3515.00,275,918970.00,130,68.26,EoD,3600.00,3150.00,3.69,125.00,27292.24,1539,8.8,1940.00,26/07/2024
TA-35 Index,T35-P001940M407,IL0849539189,50.00,1070.00,941,1048590.00,341,-31.74,EoD,1240.00,1030.00,-14.40,-180.00,93389.07,1980,7.0,1940.00,26/07/2024
TA-35 Index,T35-C001950M407,IL0850093555,50.00,3145.00,352,1059930.00,204,64.36,EoD,3480.00,2780.00,3.52,107.00,34934.06,1358,16.1,1950.00,26/07/2024
TA-35 Index,T35-P001950M407,IL0850101556,50.00,1200.00,1437,1753550.00,523,-35.64,EoD,1400.00,1150.00,-14.35,-201.00,142614.35,2855,-2.6,1950.00,26/07/2024
TA-35 Index,T35-C001960M407,IL0849533489,50.00,2775.00,633,1694970.00,241,60.32,EoD,3060.00,2470.00,2.63,71.00,62821.77,1456,38.9,1960.00,26/07/2024
TA-35 Index,T35-P001960M407,IL0849541144,50.00,1340.00,845,1167200.00,385,-39.68,EoD,1540.00,1280.00,-12.19,-186.00,83861.60,2207,12.7,1960.00,26/07/2024
TA-35 Index,T35-C001970M407,IL0850093480,50.00,2440.00,1128,2640960.00,432,56.18,EoD,2570.00,2120.00,3.79,89.00,111947.80,22497,0.3,1970.00,26/07/2024
TA-35 Index,T35-P001970M407,IL0850101481,50.00,1500.00,1532,2397730.00,679,-43.82,EoD,1760.00,1430.00,-12.02,-205.00,152042.57,23023,1.6,1970.00,26/07/2024
TA-35 Index,T35-C001980M407,IL0849533554,50.00,2105.00,1535,3144080.00,578,52.00,EoD,2390.00,1840.00,4.10,83.00,152340.31,3500,12.5,1980.00,26/07/2024
TA-35 Index,T35-P001980M407,IL0849541227,50.00,1655.00,1704,2960210.00,756,-48.00,EoD,1960.00,1600.00,-12.53,-237.00,169112.63,4847,4.6,1980.00,26/07/2024
TA-35 Index,T35-C001990M407,IL0850093308,50.00,1805.00,1020,1769080.00,397,47.82,EoD,1950.00,1580.00,3.74,65.00,101229.39,1288,19.3,1990.00,26/07/2024
TA-35 Index,T35-P001990M407,IL0850101309,50.00,1848.00,709,1352910.00,341,-52.18,EoD,2150.00,1790.00,-12.00,-252.00,70364.35,1067,12.1,1990.00,26/07/2024
TA-35 Index,T35-C002000M407,IL0849533638,50.00,1515.00,1041,1519220.00,451,43.68,EoD,1690.00,1310.00,2.85,42.00,103313.52,2482,19.3,2000.00,26/07/2024
TA-35 Index,T35-P002000M407,IL0849541300,50.00,2090.00,1111,2413600.00,480,-56.32,EoD,2430.00,2000.00,-9.29,-214.00,110260.64,1687,4.3,2000.00,26/07/2024
TA-35 Index,T35-C002010M407,IL0850095386,50.00,1255.00,745,899390.00,322,39.63,EoD,1340.00,1070.00,2.62,32.00,73937.15,987,39.0,2010.00,26/07/2024
TA-35 Index,T35-P002010M407,IL0850103388,50.00,2320.00,401,957600.00,222,-60.37,EoD,2650.00,2220.00,-10.42,-270.00,39797.04,605,12.9,2010.00,26/07/2024
TA-35 Index,T35-C002020M407,IL0849533711,50.00,1020.00,541,528090.00,238,35.71,EoD,1100.00,880.00,5.15,50.00,53691.27,1449,13.3,2020.00,26/07/2024
TA-35 Index,T35-P002020M407,IL0849541482,50.00,2585.00,253,676400.00,152,-64.29,EoD,2920.00,2470.00,-9.62,-275.00,25108.86,652,7.4,2020.00,26/07/2024
TA-35 Index,T35-C002030M407,IL0850095469,50.00,815.00,423,332930.00,171,31.96,EoD,880.00,700.00,5.16,40.00,41980.42,809,5.3,2030.00,26/07/2024
TA-35 Index,T35-P002030M407,IL0850103461,50.00,2875.00,199,591970.00,122,-68.04,EoD,3270.00,2750.00,-9.02,-285.00,19749.66,331,9.2,2030.00,26/07/2024
TA-35 Index,T35-C002040M407,IL0849533893,50.00,640.00,420,258530.00,145,28.39,EoD,700.00,550.00,3.06,19.00,41682.69,2026,11.0,2040.00,26/07/2024
TA-35 Index,T35-P002040M407,IL0849541557,50.00,3195.00,211,690180.00,154,-71.61,EoD,3620.00,3060.00,-8.32,-290.00,20940.59,162,32.8,2040.00,26/07/2024
TA-35 Index,T35-C002050M407,IL0850095535,50.00,480.00,294,137000.00,146,25.05,EoD,600.00,420.00,0.21,1.00,29177.88,905,31.3,2050.00,26/07/2024
TA-35 Index,T35-P002050M407,IL0850103537,50.00,3540.00,73,269710.00,55,-74.95,EoD,3990.00,3470.00,-7.93,-305.00,7244.85,116,8.4,2050.00,26/07/2024
TA-35 Index,T35-C002060M407,IL0849533976,50.00,365.00,532,185150.00,169,21.94,EoD,390.00,310.00,5.80,20.00,52798.07,790,13.0,2060.00,26/07/2024
TA-35 Index,T35-P002060M407,IL0849541631,50.00,3920.00,162,640750.00,77,-78.06,EoD,4330.00,3800.00,-7.11,-300.00,16077.61,164,131.0,2060.00,26/07/2024
TA-35 Index,T35-C002070M407,IL0850095618,50.00,260.00,464,115550.00,143,19.08,EoD,290.00,220.00,0.00,0.00,46049.45,1950,79.4,2070.00,26/07/2024
TA-35 Index,T35-P002070M407,IL0850103610,50.00,4276.00,7,31270.00,6,-80.92,EoD,4770.00,4350.00,-7.25,-334.00,694.71,80,233.3,2070.00,26/07/2024
TA-35 Index,T35-C002080M407,IL0849534057,50.00,188.00,268,47080.00,111,16.47,EoD,200.00,160.00,5.62,10.00,26597.53,883,18.4,2080.00,26/07/2024
TA-35 Index,T35-P002080M407,IL0849541714,50.00,4702.00,1,4700.00,1,-83.53,EoD,4700.00,4700.00,-7.28,-369.00,99.24,28,12.0,2080.00,26/07/2024
TA-35 Index,T35-C002090M407,IL0850095790,50.00,125.00,415,50645.00,99,14.11,EoD,140.00,110.00,4.17,5.00,41186.47,534,40.2,2090.00,26/07/2024
TA-35 Index,T35-P002090M407,IL0850103792,50.00,5138.00,6,34000.00,2,-85.89,EoD,5680.00,5660.00,-6.77,-373.00,595.47,5,0.0,2090.00,26/07/2024
TA-35 Index,T35-C002100M407,IL0849534131,50.00,86.00,231,19764.00,69,12.01,EoD,105.00,76.00,2.38,2.00,22925.48,1070,35.8,2100.00,26/07/2024
TA-35 Index,T35-P002100M407,IL0849541896,50.00,5597.00,11,63280.00,10,-87.99,EoD,6000.00,5500.00,-6.31,-377.00,1091.69,200,-1.5,2100.00,26/07/2024
TA-35 Index,T35-C002110M407,IL0850095873,50.00,57.00,53,3176.00,30,10.14,EoD,70.00,54.00,0.00,0.00,5259.96,576,-1.0,2110.00,26/07/2024
TA-35 Index,T35-P002110M407,IL0850103875,50.00,6067.00,0,0.00,0,-89.86,EoD,,,-5.87,-378.00,0.00,0,0.0,2110.00,26/07/2024
TA-35 Index,T35-C002120M407,IL0849534214,50.00,34.00,155,6396.00,30,8.50,EoD,50.00,38.00,-12.82,-5.00,15382.90,449,13.7,2120.00,26/07/2024
TA-35 Index,T35-P002120M407,IL0849541979,50.00,6542.00,0,0.00,0,-91.50,EoD,,,-5.53,-383.00,0.00,3,0.0,2120.00,26/07/2024
TA-35 Index,T35-C002130M407,IL0850095956,50.00,26.00,26,712.00,15,7.08,EoD,30.00,24.00,0.00,0.00,2580.36,406,50.4,2130.00,26/07/2024
TA-35 Index,T35-P002130M407,IL0850103958,50.00,7033.00,0,0.00,0,-92.92,EoD,,,-5.10,-378.00,0.00,0,0.0,2130.00,26/07/2024
TA-35 Index,T35-C002140M407,IL0849534396,50.00,20.00,84,1763.00,52,5.85,EoD,22.00,17.00,5.26,1.00,8336.54,185,-14.7,2140.00,26/07/2024
TA-35 Index,T35-P002140M407,IL0849542050,50.00,7525.00,0,0.00,0,-94.15,EoD,,,-4.77,-377.00,0.00,5,0.0,2140.00,26/07/2024
TA-35 Index,T35-C002150M407,IL0850096038,50.00,13.00,51,705.00,8,4.80,EoD,18.00,13.00,0.00,0.00,5061.47,177,82.5,2150.00,26/07/2024
TA-35 Index,T35-P002150M407,IL0850104030,50.00,8017.00,0,0.00,0,-95.20,EoD,,,-4.49,-377.00,0.00,6,0.0,2150.00,26/07/2024
TA-35 Index,T35-C002160M407,IL0849534479,50.00,10.00,28,331.00,11,3.91,EoD,15.00,11.00,0.00,0.00,2778.85,335,2.1,2160.00,26/07/2024
TA-35 Index,T35-P002160M407,IL0849542134,50.00,8512.00,0,0.00,0,-96.09,EoD,,,-4.25,-378.00,0.00,1,0.0,2160.00,26/07/2024
TA-35 Index,T35-C002170M407,IL0850096111,50.00,8.00,19,152.00,3,3.16,EoD,8.00,8.00,33.33,2.00,1885.65,125,0.0,2170.00,26/07/2024
TA-35 Index,T35-P002170M407,IL0850104113,50.00,9009.00,0,0.00,0,-96.84,EoD,,,-4.00,-375.00,0.00,0,0.0,2170.00,26/07/2024
TA-35 Index,T35-C002180M407,IL0849534545,50.00,7.00,0,0.00,0,2.54,EoD,,,75.00,3.00,0.00,94,5.6,2180.00,26/07/2024
TA-35 Index,T35-P002180M407,IL0849542217,50.00,9506.00,0,0.00,0,-97.46,EoD,,,-3.80,-375.00,0.00,0,0.0,2180.00,26/07/2024
TA-35 Index,T35-C002190M407,IL0850096293,50.00,5.00,1,7.00,1,2.03,EoD,7.00,7.00,66.67,2.00,99.24,1,0.0,2190.00,26/07/2024
TA-35 Index,T35-P002190M407,IL0850104295,50.00,10003.00,0,0.00,0,-97.97,EoD,,,-3.61,-375.00,0.00,0,0.0,2190.00,26/07/2024
TA-35 Index,T35-C002200M407,IL0849534628,50.00,8.00,0,0.00,0,1.61,EoD,,,166.67,5.00,0.00,36,0.0,2200.00,26/07/2024
TA-35 Index,T35-P002200M407,IL0849542399,50.00,10505.00,0,0.00,0,-98.39,EoD,,,-3.41,-371.00,0.00,2,0.0,2200.00,26/07/2024
TA-35 Index,T35-C002210M407,IL0850096376,50.00,3.00,0,0.00,0,1.26,EoD,,,50.00,1.00,0.00,0,0.0,2210.00,26/07/2024
TA-35 Index,T35-P002210M407,IL0850104378,50.00,10998.00,0,0.00,0,-98.74,EoD,,,-3.31,-376.00,0.00,1,0.0,2210.00,26/07/2024
TA-35 Index,T35-C002220M407,IL0849534701,50.00,1.00,1,4.00,1,0.99,EoD,4.00,4.00,-50.00,-1.00,99.24,15,0.0,2220.00,26/07/2024
TA-35 Index,T35-P002220M407,IL0849542472,50.00,11495.00,0,0.00,0,-99.01,EoD,,,-3.18,-377.00,0.00,1,0.0,2220.00,26/07/2024
TA-35 Index,T35-C002230M407,IL0850096459,50.00,1.00,0,0.00,0,0.77,EoD,,,-50.00,-1.00,0.00,1,0.0,2230.00,26/07/2024
TA-35 Index,T35-P002230M407,IL0850104451,50.00,11993.00,0,0.00,0,-99.23,EoD,,,-3.05,-377.00,0.00,0,0.0,2230.00,26/07/2024
TA-35 Index,T35-C002240M407,IL0849534883,50.00,1.00,0,0.00,0,0.59,EoD,,,-50.00,-1.00,0.00,4,0.0,2240.00,26/07/2024
TA-35 Index,T35-P002240M407,IL0849542548,50.00,12491.00,0,0.00,0,-99.41,EoD,,,-2.94,-378.00,0.00,11,0.0,2240.00,26/07/2024
TA-35 Index,T35-C002250M407,IL0850096525,50.00,,0,0.00,0,0.45,EoD,,,-100.00,-2.00,0.00,1,0.0,2250.00,26/07/2024
TA-35 Index,T35-P002250M407,IL0850104527,50.00,12990.00,4,53700.00,3,-99.55,EoD,13450.00,13400.00,-2.82,-377.00,396.98,2,0.0,2250.00,26/07/2024
TA-35 Index,T35-C002260M407,IL0849534966,50.00,,0,0.00,0,0.34,EoD,,,-100.00,-2.00,0.00,0,0.0,2260.00,26/07/2024
TA-35 Index,T35-P002260M407,IL0849542621,50.00,13488.00,2,27750.00,2,-99.66,EoD,13900.00,13850.00,-2.72,-377.00,198.49,4,300.0,2260.00,26/07/2024
TA-35 Index,T35-C002270M407,IL0850096608,50.00,,0,0.00,0,0.26,EoD,,,-100.00,-2.00,0.00,2,0.0,2270.00,26/07/2024
TA-35 Index,T35-P002270M407,IL0850104600,50.00,13986.00,0,0.00,0,-99.74,EoD,,,-2.63,-378.00,0.00,7,40.0,2270.00,26/07/2024
TA-35 Index,T35-C002280M407,IL0849535047,50.00,,0,0.00,0,0.19,EoD,,,-100.00,-2.00,0.00,6,0.0,2280.00,26/07/2024
TA-35 Index,T35-P002280M407,IL0849542704,50.00,14485.00,0,0.00,0,-99.81,EoD,,,-2.54,-377.00,0.00,5,0.0,2280.00,26/07/2024
TA-35 Index,T35-C002290M407,IL0850096780,50.00,,0,0.00,0,0.15,EoD,,,-100.00,-2.00,0.00,44,0.0,2290.00,26/07/2024
TA-35 Index,T35-P002290M407,IL0850104782,50.00,14983.00,0,0.00,0,-99.85,EoD,,,-2.45,-377.00,0.00,3,0.0,2290.00,26/07/2024
TA-35 Index,T35-C002300M407,IL0849535120,50.00,,0,0.00,0,0.11,EoD,,,0.00,0.00,0.00,2,0.0,2300.00,26/07/2024
TA-35 Index,T35-P002300M407,IL0849542886,50.00,15482.00,0,0.00,0,-99.89,EoD,,,-2.36,-375.00,0.00,2,0.0,2300.00,26/07/2024
TA-35 Index,T35-C002310M407,IL0850096863,50.00,,0,0.00,0,0.08,EoD,,,0.00,0.00,0.00,1,0.0,2310.00,26/07/2024
TA-35 Index,T35-P002310M407,IL0850104865,50.00,15980.00,1,15950.00,1,-99.92,EoD,15950.00,15950.00,-2.29,-375.00,99.24,7,16.7,2310.00,26/07/2024
TA-35 Index,T35-C002320M407,IL0849535203,50.00,,0,0.00,0,0.06,EoD,,,0.00,0.00,0.00,0,0.0,2320.00,26/07/2024
TA-35 Index,T35-P002320M407,IL0849542969,50.00,16479.00,0,0.00,0,-99.94,EoD,,,-2.22,-374.00,0.00,0,0.0,2320.00,26/07/2024
TA-35 Index,T35-C002330M407,IL0850096947,50.00,,0,0.00,0,0.04,EoD,,,0.00,0.00,0.00,0,0.0,2330.00,26/07/2024
TA-35 Index,T35-P002330M407,IL0850104949,50.00,16977.00,4,69930.00,3,-99.96,EoD,17550.00,17400.00,-2.16,-375.00,396.98,0,0.0,2330.00,26/07/2024
TA-35 Index,T35-C002340M407,IL0849770248,50.00,,0,0.00,0,0.03,EoD,,,0.00,0.00,0.00,3,0.0,2340.00,26/07/2024
TA-35 Index,T35-P002340M407,IL0849770404,50.00,17476.00,0,0.00,0,-99.97,EoD,,,-2.10,-374.00,0.00,3,0.0,2340.00,26/07/2024
TA-35 Index,T35-C002350M407,IL0850097028,50.00,,0,0.00,0,0.02,EoD,,,0.00,0.00,0.00,0,0.0,2350.00,26/07/2024
TA-35 Index,T35-P002350M407,IL0850105029,50.00,17974.00,0,0.00,0,-99.98,EoD,,,-2.04,-375.00,0.00,1,0.0,2350.00,26/07/2024
TA-35 Index,T35-C002360M407,IL0849857383,50.00,,0,0.00,0,0.02,EoD,,,0.00,0.00,0.00,0,0.0,2360.00,26/07/2024
TA-35 Index,T35-P002360M407,IL0849857532,50.00,18473.00,0,0.00,0,-99.98,EoD,,,-1.98,-374.00,0.00,1,0.0,2360.00,26/07/2024
TA-35 Index,T35-C002370M407,IL0850097101,50.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,2370.00,26/07/2024
TA-35 Index,T35-P002370M407,IL0850105102,50.00,18972.00,1,19000.00,1,-99.99,EoD,19000.00,19000.00,-1.93,-373.00,99.24,18,0.0,2370.00,26/07/2024
TA-35 Index,T35-C002380M407,IL0849862565,50.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,2380.00,26/07/2024
TA-35 Index,T35-P002380M407,IL0849862722,50.00,19470.00,0,0.00,0,-99.99,EoD,,,-1.88,-374.00,0.00,5,0.0,2380.00,26/07/2024
TA-35 Index,T35-C002390M407,IL0850097283,50.00,,0,0.00,0,0.01,EoD,,,0.00,0.00,0.00,0,0.0,2390.00,26/07/2024
TA-35 Index,T35-P002390M407,IL0850105284,50.00,19969.00,0,0.00,0,-99.99,EoD,,,-1.83,-373.00,0.00,13,8.3,2390.00,26/07/2024
TA-35 Index,T35-C002400M407,IL0849885269,50.00,3.00,0,0.00,0,0.00,EoD,,,999999.99,3.00,0.00,3,0.0,2400.00,26/07/2024
TA-35 Index,T35-P002400M407,IL0849885426,50.00,20470.00,5,102940.00,4,-100.00,EoD,20700.00,20550.00,-1.78,-370.00,496.22,4,0.0,2400.00,26/07/2024
TA-35 Index,T35-C002410M407,IL0850330585,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-1.00,0.00,3,50.0,2410.00,26/07/2024
TA-35 Index,T35-P002410M407,IL0850330908,50.00,20966.00,5,106150.00,4,-100.00,EoD,21350.00,21000.00,-1.75,-374.00,496.22,7,75.0,2410.00,26/07/2024
TA-35 Index,T35-C002420M407,IL0850330338,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2420.00,26/07/2024
TA-35 Index,T35-P002420M407,IL0850330742,50.00,21464.00,0,0.00,0,-100.00,EoD,,,-1.71,-373.00,0.00,7,600.0,2420.00,26/07/2024
TA-35 Index,T35-C000001M408,IL0850088787,50.00,99130.00,0,0.00,0,100.00,EoD,,,0.42,415.00,0.00,120,0.8,1.00,30/08/2024
TA-35 Index,T35-C001580M408,IL0850407318,50.00,20784.00,0,0.00,0,99.93,EoD,,,1.82,371.00,0.00,0,0.0,1580.00,30/08/2024
TA-35 Index,T35-P001580M408,IL0850407490,50.00,48.00,14,700.00,10,-0.07,EoD,60.00,48.00,-25.00,-16.00,1389.42,198,17.2,1580.00,30/08/2024
TA-35 Index,T35-C001590M408,IL0850798203,50.00,20298.00,0,0.00,0,99.90,EoD,,,0.00,0.00,0.00,0,0.0,1590.00,30/08/2024
TA-35 Index,T35-P001590M408,IL0850798385,50.00,58.00,0,0.00,0,-0.10,EoD,,,0.00,0.00,0.00,0,0.0,1590.00,30/08/2024
TA-35 Index,T35-C001600M408,IL0850306585,50.00,19815.00,0,0.00,0,99.87,EoD,,,1.89,368.00,0.00,0,0.0,1600.00,30/08/2024
TA-35 Index,T35-P001600M408,IL0850306668,50.00,72.00,11,850.00,5,-0.13,EoD,82.00,70.00,-20.88,-19.00,1091.69,153,22.4,1600.00,30/08/2024
TA-35 Index,T35-C001610M408,IL0850589982,50.00,19485.00,0,0.00,0,99.83,EoD,,,2.76,524.00,0.00,0,0.0,1610.00,30/08/2024
TA-35 Index,T35-P001610M408,IL0850597803,50.00,238.00,0,0.00,0,-0.17,EoD,,,135.64,137.00,0.00,0,0.0,1610.00,30/08/2024
TA-35 Index,T35-C001620M408,IL0850091245,50.00,19005.00,0,0.00,0,99.77,EoD,,,2.88,532.00,0.00,0,0.0,1620.00,30/08/2024
TA-35 Index,T35-P001620M408,IL0850099263,50.00,255.00,0,0.00,0,-0.23,EoD,,,131.82,145.00,0.00,62,3.3,1620.00,30/08/2024
TA-35 Index,T35-C001630M408,IL0850589800,50.00,18526.00,0,0.00,0,99.71,EoD,,,2.70,487.00,0.00,0,0.0,1630.00,30/08/2024
TA-35 Index,T35-P001630M408,IL0850597720,50.00,272.00,0,0.00,0,-0.29,EoD,,,58.14,100.00,0.00,0,0.0,1630.00,30/08/2024
TA-35 Index,T35-C001640M408,IL0850091161,50.00,18048.00,0,0.00,0,99.62,EoD,,,2.79,490.00,0.00,0,0.0,1640.00,30/08/2024
TA-35 Index,T35-P001640M408,IL0850099180,50.00,291.00,30,3580.00,3,-0.38,EoD,120.00,100.00,55.61,104.00,2977.34,7,0.0,1640.00,30/08/2024
TA-35 Index,T35-C001650M408,IL0850589727,50.00,17572.00,0,0.00,0,99.52,EoD,,,2.90,495.00,0.00,0,0.0,1650.00,30/08/2024
TA-35 Index,T35-P001650M408,IL0850597647,50.00,311.00,0,0.00,0,-0.48,EoD,,,53.20,108.00,0.00,0,0.0,1650.00,30/08/2024
TA-35 Index,T35-C001660M408,IL0850091088,50.00,17097.00,0,0.00,0,99.39,EoD,,,3.01,499.00,0.00,0,0.0,1660.00,30/08/2024
TA-35 Index,T35-P001660M408,IL0850099008,50.00,332.00,2,320.00,1,-0.61,EoD,160.00,160.00,50.91,112.00,198.49,1,0.0,1660.00,30/08/2024
TA-35 Index,T35-C001670M408,IL0850589644,50.00,16623.00,0,0.00,0,99.23,EoD,,,3.12,503.00,0.00,0,0.0,1670.00,30/08/2024
TA-35 Index,T35-P001670M408,IL0850597563,50.00,355.00,2,360.00,1,-0.77,EoD,180.00,180.00,49.16,117.00,198.49,0,0.0,1670.00,30/08/2024
TA-35 Index,T35-C001680M408,IL0850090908,50.00,15992.00,0,0.00,0,99.04,EoD,,,2.22,348.00,0.00,0,0.0,1680.00,30/08/2024
TA-35 Index,T35-P001680M408,IL0850098927,50.00,220.00,6,1175.00,3,-0.96,EoD,200.00,195.00,-14.73,-38.00,595.47,12,0.0,1680.00,30/08/2024
TA-35 Index,T35-C001690M408,IL0850589560,50.00,15680.00,0,0.00,0,98.82,EoD,,,3.37,511.00,0.00,0,0.0,1690.00,30/08/2024
TA-35 Index,T35-P001690M408,IL0850597498,50.00,404.00,0,0.00,0,-1.18,EoD,,,44.29,124.00,0.00,0,0.0,1690.00,30/08/2024
TA-35 Index,T35-C001700M408,IL0850090825,50.00,15024.00,0,0.00,0,98.54,EoD,,,2.23,328.00,0.00,0,0.0,1700.00,30/08/2024
TA-35 Index,T35-P001700M408,IL0850098844,50.00,245.00,16,4180.00,7,-1.46,EoD,270.00,250.00,-19.14,-58.00,1587.91,123,0.0,1700.00,30/08/2024
TA-35 Index,T35-C001710M408,IL0850589495,50.00,14743.00,0,0.00,0,98.22,EoD,,,3.64,518.00,0.00,0,0.0,1710.00,30/08/2024
TA-35 Index,T35-P001710M408,IL0850597316,50.00,461.00,0,0.00,0,-1.78,EoD,,,40.12,132.00,0.00,0,0.0,1710.00,30/08/2024
TA-35 Index,T35-C001720M408,IL0850090742,50.00,14278.00,0,0.00,0,97.85,EoD,,,3.79,521.00,0.00,0,0.0,1720.00,30/08/2024
TA-35 Index,T35-P001720M408,IL0850098760,50.00,492.00,0,0.00,0,-2.15,EoD,,,38.20,136.00,0.00,10,0.0,1720.00,30/08/2024
TA-35 Index,T35-C001730M408,IL0850589313,50.00,13814.00,0,0.00,0,97.41,EoD,,,3.95,525.00,0.00,0,0.0,1730.00,30/08/2024
TA-35 Index,T35-P001730M408,IL0850597233,50.00,525.00,0,0.00,0,-2.59,EoD,,,36.36,140.00,0.00,0,0.0,1730.00,30/08/2024
TA-35 Index,T35-C001740M408,IL0850090668,50.00,13352.00,0,0.00,0,96.90,EoD,,,4.11,527.00,0.00,0,0.0,1740.00,30/08/2024
TA-35 Index,T35-P001740M408,IL0850098687,50.00,559.00,3,1210.00,3,-3.10,EoD,440.00,370.00,34.05,142.00,297.73,61,0.0,1740.00,30/08/2024
TA-35 Index,T35-C001750M408,IL0850589230,50.00,12893.00,0,0.00,0,96.31,EoD,,,4.30,531.00,0.00,0,0.0,1750.00,30/08/2024
TA-35 Index,T35-P001750M408,IL0850597159,50.00,597.00,0,0.00,0,-3.69,EoD,,,32.37,146.00,0.00,0,0.0,1750.00,30/08/2024
TA-35 Index,T35-C001760M408,IL0850090585,50.00,12436.00,0,0.00,0,95.64,EoD,,,4.48,533.00,0.00,0,0.0,1760.00,30/08/2024
TA-35 Index,T35-P001760M408,IL0850098505,50.00,636.00,0,0.00,0,-4.36,EoD,,,30.33,148.00,0.00,38,0.0,1760.00,30/08/2024
TA-35 Index,T35-C001770M408,IL0850589156,50.00,11982.00,0,0.00,0,94.88,EoD,,,4.68,536.00,0.00,0,0.0,1770.00,30/08/2024
TA-35 Index,T35-P001770M408,IL0850597076,50.00,679.00,0,0.00,0,-5.12,EoD,,,28.84,152.00,0.00,0,0.0,1770.00,30/08/2024
TA-35 Index,T35-C001780M408,IL0850090411,50.00,11530.00,0,0.00,0,94.03,EoD,,,4.88,537.00,0.00,0,0.0,1780.00,30/08/2024
TA-35 Index,T35-P001780M408,IL0850098430,50.00,724.00,0,0.00,0,-5.97,EoD,,,27.02,154.00,0.00,83,0.0,1780.00,30/08/2024
TA-35 Index,T35-C001790M408,IL0850589073,50.00,11082.00,0,0.00,0,93.07,EoD,,,5.12,540.00,0.00,0,0.0,1790.00,30/08/2024
TA-35 Index,T35-P001790M408,IL0850596995,50.00,772.00,0,0.00,0,-6.93,EoD,,,25.32,156.00,0.00,0,0.0,1790.00,30/08/2024
